number	title	pageid	namespace	length	touched
37975	Wilhelm_Ludolf_Schmitz	6875029		2341	20210816125418
37976	W._Wallace_McDowell	6875209		2384	20180806000104
37977	ILLIAC	6875289		4440	20220913235131
37978	Eric_Bina	6875416		2354	20211023194524
37979	Path_(soziales_Netzwerk)	6876219		4773	20210129154857
37980	Bitplane	6876260		3879	20180126211354
37981	Daniel_Slotnick	6876763		4286	20220104112554
37982	Tom_Kilburn	6876843		4344	20190518211127
37983	Colony_Wars	6876859		19622	20230203173410
37984	Herman_Lukoff	6876876		2701	20200825103421
37985	Colony_Wars:_Red_Sun	6876888		12674	20230203171440
37986	Robert_S._Barton	6876934		3959	20171028074250
37987	Fernmeldeturm_Broitzem	6876985		22057	20230808162016
37988	Nokia_808_PureView	6877017		9071	20230803185113
37989	Henri_Gouraud_(Informatiker)	6877100		2853	20141017153552
37990	Fujifilm_X-Pro1	6877124		5729	20190325173227
37991	Richard_Allan,_Baron_Allan_of_Hallam	6877226		7917	20230525211717
37992	WinPlus	6877240		3137	20221209131933
37993	Colony_Wars:_Vengeance	6877243		11492	20230203171942
37994	Rex_Rice	6877257		4153	20200312135534
37995	Demonoid_(Website)	6877327		12669	20230910195801
37996	Social_Network_Game	6877427		9060	20221217081650
37997	David_C._Evans_(Informatiker)	6877649		3087	20210205190447
37998	Alan_Ashton	6877769		2252	20230703054655
37999	Ulrich_Kampffmeyer	6877901		10960	20230214143000
38000	Sartaj_Sahni	6878089		4715	20210117072810
38001	Wobblen	6878315		3662	20220301114228
38002	Knife_Party	6878390		8148	20230906202338
38003	James_F._Kurose	6878843		3207	20200207184546
38004	Agence_nationale_de_la_sécurité_des_systèmes_d’information	6879031		3169	20230524152122
38005	TEAMS	6879565		2998	20210820115856
38006	G-Police	6879681		18159	20230203172834
38007	G-Police:_Weapons_of_Justice	6879853		8053	20230129182952
38008	Udacity	6879964		5606	20210306151453
38009	Sonic_the_Hedgehog_(Fernsehserie)	6880219		28846	20230809092945
38010	FFFIS	6881014		2514	20220118015521
38011	Sweet_Home_(Computerspiel)	6881148		11181	20230809174906
38012	Wiki_Loves_Monuments	6881302		8537	20230710170141
38013	David_Waltz	6881435		4729	20230803012016
38014	Kai_Biermann	6881546		10215	20221208154105
38015	Umgedrehter_Unterricht	6882358		8855	20230331204914
38016	Nokia_Lumia_610	6882502		3602	20210723151952
38017	Nokia_Lumia_900	6882505		7548	20210723150200
38018	Culture_Kultür	6882521		2729	20220216065746
38019	Ice_Age_4_–_Voll_verschoben	6883204		20120	20230513044833
38020	VMware_vSphere	6884075		13470	20221104193148
38021	Gamekey	6884653		3592	20220601153648
38022	Videoplayer	6884783		4921	20220211215956
38023	Elektronische_Versicherungsbestätigung	6885261		5034	20200717072953
38024	.lt	6885551		2518	20230412062503
38025	Jean_Baudlot	6886145		2424	20210531162945
38026	.mg	6886215		1352	20190327102919
38027	.pe	6886252		3228	20230217121153
38028	.vi	6886400		894	20170515161441
38029	.td	6886458		1296	20190208144726
38030	.nf	6886645		1219	20160617195445
38031	.mu	6886742		1488	20140821173741
38032	.ایران	6886763		230	20131030210255
38033	.تونس	6886767		160	20201228221752
38034	.台灣	6886770		158	20131103161128
38035	.台湾	6886771		158	20131103161746
38036	.mn	6886941		2355	20171203143204
38037	.lv	6887043		3598	20230724213033
38038	Sky_Atlantic_(DE)	6887323		12027	20230120124252
38039	.ly	6887549		3319	20230830161046
38040	Florian_Freistetter	6887627		11052	20230726172429
38041	.mc	6887949		679	20131223134122
38042	.md	6888250		2356	20190406102604
38043	.mk	6888312		1541	20230830173220
38044	.ml	6888329		2867	20230720145123
38045	Piraten_Partei_Tirol	6888466		5625	20221109231655
38046	.mm	6888505		744	20230724213003
38047	.mo	6888761		1069	20160503213842
38048	.mr	6888819		911	20230830233251
38049	.mt	6888902		2578	20190327103616
38050	The_Field	6889100		2813	20210220175222
38051	Wolfgang_Fuchs_(Keyboarder)	6889325		2488	20220618052434
38052	Microsoft_Points	6889755		105	20211108135100
38053	Thomas_Christaller	6890022		3236	20221110133629
38054	.mw	6890085		1277	20230724212944
38055	.my	6890383		2858	20230831131609
38056	.ne	6890436		1538	20170923093924
38057	.ni	6890475		1365	20161125194822
38058	OpenSQL	6890571		4218	20200614102108
38059	.np	6890609		689	20230217121102
38060	.nu	6890978		3841	20230217121124
38061	.nz	6891167		6108	20230131175054
38062	Android-Spiel	6891671	Category	136	20211129094041
38063	.om	6891891		1307	20230217121141
38064	FM-Towns-Spiel	6891993	Category	196	20211130092431
38065	.pa	6892018		1406	20230217121148
38066	De-Mail-Gesetz	6892050		23002	20230518091705
38067	.pl	6892226		5699	20230901024932
38068	.pg	6892264		1270	20230724212920
38069	Konstantenfaltung	6892300		147	20201017181406
38070	Form_Feed	6892414		62	20230107115714
38071	.ph	6892575		2616	20230901024524
38072	.pk	6892997		2901	20230123185259
38073	.pn	6893030		1553	20230624042159
38074	.pr	6893247		2485	20210118130210
38075	Art_Technology_Group	6893317		5870	20230611115748
38076	.pt	6893519		2769	20230101025548
38077	.ug	6893536		2414	20221226082340
38078	.pw	6893738		3979	20190501001133
38079	.py	6893885		2273	20230901125811
38080	.ro	6894212		4527	20230901130225
38081	.rs	6894303		2959	20230123185314
38082	.rw	6894411		3950	20230901131204
38083	Piratenpartei_Griechenlands	6894550		6088	20230813233850
38084	Kingdom_Hearts_(Computerspiel)	6894688		43522	20230625162235
38085	.sa	6894694		4305	20230101030311
38086	Atos_IT_Solutions_and_Services_Austria	6894765		3724	20221018225635
38087	.sb	6894930		2529	20220716214918
38088	Dungeon_Hack	6895196		9257	20220130230910
38089	Gateway_to_the_Savage_Frontier	6895216		7327	20230612122629
38090	Treasures_of_the_Savage_Frontier	6895218		6585	20230612122813
38091	Champions_of_Krynn	6895221		9195	20230724200432
38092	The_Dark_Queen_of_Krynn	6895222		5575	20230821212938
38093	Death_Knights_of_Krynn	6895223		5130	20230610182429
38094	Spelljammer:_Pirates_of_Realmspace	6895226		6974	20230518081247
38095	.sc	6895377		2119	20211012212609
38096	.sd	6895399		1056	20181007051309
38097	Kerri_Chandler	6895500		1734	20200718064653
38098	Verivox	6895582		22256	20230811172148
38099	.sg	6895624		3993	20210105225219
38100	MINT-Fächer	6896140		17540	20230901210500
38101	.sh	6896160		2509	20230902184953
38102	Deutsch_Nepal	6896167		4746	20230411102822
38103	.si	6896324		3139	20221230010603
38104	.sk	6896366		3547	20230901202107
38105	.sm	6896412		689	20131223194447
38106	.sn	6896589		1223	20220212211025
38107	Digitaldruck	6896707	Category	90	20170105083911
38108	INFRA_(Musiker)	6896834		3154	20230219140105
38109	Atari-5200-Spiel	6896882	Category	104	20160602105426
38110	Need_for_Speed:_The_Run	6896884		11651	20230204153253
38111	IBM-Rechner	6896885	Category	73	20150302182954
38112	CD32-Spiel	6897110	Category	106	20160602105528
38113	Bangarang_(Lied)	6897591		4032	20230529083317
38114	Kingdom_Hearts:_Chain_of_Memories	6897798		37229	20230325131044
38115	Wing_Commander_Arena	6898011		279	20220106181832
38116	X68000-Spiel	6898119	Category	158	20211130093224
38117	PC-98-Spiel	6898262	Category	137	20211130092956
38118	Causa_Bodo_T.	6898321		20273	20230819130021
38119	Scary_Monsters_and_Nice_Sprites_(Lied)	6898701		4042	20210916081338
38120	Sender_Wassersleben	6898746		3944	20210408120933
38121	First_of_the_Year_(Equinox)	6898898		6999	20230803095049
38122	Sascha_Dikiciyan	6898900		5661	20230816210111
38123	Sketchbook_(Software)	6898990		2938	20230813164636
38124	Fernmeldeturm_Wilhelmshaven	6899111		4634	20210210081133
38125	Fernmeldeturm_Bayreuth	6899133		3608	20131111223644
38126	Sendeturm_Söhrewald	6899175		8430	20220222154426
38127	.sr	6899186		1556	20220410100345
38128	DaWanda	6899196		10873	20210316194352
38129	.sv	6899231		1520	20150820121135
38130	.tg	6899390		664	20170515161248
38131	.ලංකා	6899493		161	20221214123952
38132	.இலங்கை	6899505		159	20221214123942
38133	.مصر	6899515		189	20221206114117
38134	.فلسطين	6899519		199	20201224222032
38135	.السعودية	6899520		204	20131022111406
38136	.ไทย	6899537		197	20131103221614
38137	Ruffneck_(Full_Flex)	6899552		2853	20190511035408
38138	.tj	6899787		1238	20150221110920
38139	.சிங்கப்பூர்	6899802		160	20221214124056
38140	.新加坡	6899811		160	20221214124057
38141	.سوريا	6899824		212	20221214124055
38142	Get_Up!	6899963		1850	20201101072202
38143	New_Super_Mario_Bros._2	6899998		68240	20230902215544
38144	Liste_(Prozessoren)	6900010	Category	44	20131207102125
38145	.tr	6900131		3280	20230903230810
38146	.tt	6900174		1736	20230618213632
38147	Atari-7800-Spiel	6900217	Category	104	20160602105449
38148	.tm	6900232		667	20170515161428
38149	Desura	6900290		5624	20221106160720
38150	BBC-Micro-/Acorn-Electron-Spiel	6900293	Category	317	20211130092120
38151	Rimvydas_Vaštakas	6900314		2423	20230102081219
38152	My_Name_Is_Skrillex	6900348		3609	20230410144611
38153	Jan_Baumann	6900822		4571	20230402053228
38154	.tz	6901251		2150	20190527053135
38155	.ua	6901312		3337	20230628173424
38156	.uy	6901479		1804	20140821173636
38157	.uz	6901602		1144	20170210082258
38158	The_Pirate_Party_of_New_Zealand	6901845		241	20211109071107
38159	Systembiologie	6902019	Category	164	20140312225413
38160	.vn	6902118		3837	20210409192505
38161	.ye	6902138		731	20170417014120
38162	Evolutionäre_Kunst	6902287		10057	20230512192238
38163	Narcissistic_Cannibal	6902582		3186	20210731104729
38164	.za	6902606		4155	20230122200603
38165	Cascade_(Computervirus)	6902946		10889	20230619082406
38166	.zm	6903081		1259	20180713064255
38167	Stack_Overflow_(Website)	6903156		10447	20230827180848
38168	Dolomitenstadt	6903260		6952	20210815180752
38169	Acorn-Archimedes-Spiel	6903843	Category	179	20211130091957
38170	Cyworld	6904181		3681	20210129154917
38171	Pragmatic_General_Multicast	6904420		2045	20230727071345
38172	Kingdom_Hearts_II	6904610		46779	20230802105438
38173	More_Monsters_and_Sprites	6904810		5129	20220724223021
38174	Grégory_Engels	6905780		8801	20230519040259
38175	Scary_Monsters_and_Nice_Sprites	6905823		8320	20230906162050
38176	PC-88-Spiel	6905966	Category	153	20211130092900
38177	Kyoto_(Lied)	6906357		3654	20230906203408
38178	Robuste_Optimierung	6907259		6490	20210910080519
38179	Kode9	6907295		1888	20230505014344
38180	Compact_Disco	6907498		2784	20220911093252
38181	TI-99/4A-Spiel	6907681	Category	180	20211130093147
38182	Kingdom_Hearts_Coded	6907815		24068	20221127182153
38183	Stöchiometrische_Matrix	6907884		7844	20230312182001
38184	Bangarang_(Album)	6907946		13927	20230529072049
38185	Swissbib	6908019		3598	20211208161438
38186	TURBOMOLE	6908700		8801	20210908102759
38187	Sharp-X1-Spiel	6909053	Category	155	20211130093128
38188	Daniel_Aegerter	6909158		4395	20230520150404
38189	Fernmeldeturm_Gerzen	6909211		343	20190527220144
38190	Die_(un)sichtbare_Arbeit	6909233		5707	20211207002544
38191	Liste_der_Nvidia-Grafikprozessoren	6909746		22907	20230405211548
38192	Palm-OS-Software	6909926	Category	113	20130330214410
38193	Online_Copyright_Infringement_Liability_Limitation_Act	6910275		12722	20221112101356
38194	B.com	6910766		4013	20221007035950
38195	Half_Video_Graphics_Array	6910859		104	20230218212954
38196	First-Class-Funktion	6910898		1958	20220224224532
38197	Opsview	6910912		3873	20211103103335
38198	Graph_Modelling_Language	6910931		1295	20220219142841
38199	Open_Graph_Drawing_Framework	6910998		3689	20230801095548
38200	Speicherresidenz	6911382		11474	20220927121408
38201	Beach_Spikers_Virtua_Beach_Volleyball	6911384		5235	20220713163251
38202	Changed_the_Way_You_Kiss_Me	6911701		2871	20210528160827
38203	Rockstar_Games_präsentiert_Tischtennis	6911733		69	20180705140509
38204	Sender_Güby	6911804		3842	20210718160742
38205	Iron_Man_3	6912021		19716	20221227040836
38206	Bildschirmschoner	6912207	Category	32	20120503165151
38207	Cinemaware	6912500		10638	20230721225051
38208	Wing_Commander:_Secret_Ops	6912600		243	20220106182751
38209	Bernd_Schlömer	6912753		13392	20230413080102
38210	Kingdom_Hearts_358/2_Days	6912783		25826	20221127182222
38211	DARwIn-OP	6912792		5945	20221020150029
38212	DOSKEY.COM	6912935		1236	20180920205328
38213	Zeo	6913453		3684	20221105160822
38214	Sender_Mölln	6913840		5262	20230710155515
38215	Sender_Hasenkrug	6913851		4768	20220808112042
38216	Claudia_Cazacu	6913852		3473	20230403045605
38217	Sender_Wildemann_(Norddeutscher_Rundfunk)	6914421		4433	20180424194157
38218	Amateurfunkrelais	6914589		99	20200908141751
38219	Johannes_Ponader	6914650		14037	20230509180247
38220	Unicodeblock	6914687	Category	119	20230514040916
38221	Sphinx_(Software)	6914786		3449	20230606155745
38222	Pseudozufällige_Funktion	6914882		2454	20210912222228
38223	Sendeturm_in_der_Volksrepublik_China	6916844	Category	164	20210228140249
38224	BAPCo	6916848		2417	20200804131902
38225	Privateer_2	6916868		12516	20230319124247
38226	Sendeturm_in_Japan	6916880	Category	128	20190610005244
38227	Wing_Commander_Academy_(Fernsehserie)	6916882		29789	20220409202451
38228	Wing_Commander_(Buchreihe)	6916896		14879	20220726174112
38229	Sendeturm_in_Russland	6916925	Category	137	20210220142423
38230	Sendemast	6916979	Category	194	20190611005423
38231	Chivalry:_Medieval_Warfare	6917080		7260	20230725192949
38232	Live_in_Dortmund	6917082		8234	20230712142304
38233	Sendeturm_in_den_Niederlanden	6917153	Category	181	20220818060127
38234	Mittelwellensendeanlage	6917218	Category	65	20120620124313
38235	Sendeanlage_in_Luxemburg	6917615	Category	168	20230101014045
38236	Sendeturm_in_Tschechien	6917654	Category	143	20210220142450
38237	In_Concert_MTV_Plugged	6917698		5595	20230802133930
38238	Sendeanlage_in_den_Niederlanden	6917725	Category	177	20220818060239
38239	Sendeanlage_in_Spanien	6917890	Category	174	20221230171751
38240	Sendeanlage_in_Italien	6917904	Category	174	20221228000517
38241	Sendeanlage_in_Frankreich	6917923	Category	172	20220513063251
38242	Sendeanlage_in_Bulgarien	6917945	Category	134	20210220142030
38243	Sendeanlage_in_der_Türkei	6917968	Category	177	20230101030946
38244	Immune_Epitope_Database	6917980		1150	20230412120035
38245	Sendeanlage_in_Estland	6917996	Category	160	20230106083657
38246	Moog-Theremin	6918028		196	20130319211235
38247	Moog	6918047	Category	182	20150702075402
38248	Sender_Züssow	6918111		6164	20230710182231
38249	Sender_Marlow	6918117		3682	20220808112100
38250	Sender_Belzig-Weitzgrund	6918127		5670	20230710185832
38251	Sender_Visselhövede	6918149		10716	20230710175134
38252	Sender_Stadthagen	6918494		7972	20230710173441
38253	Fernmeldeturm_Barsinghausen	6918525		3603	20210314140847
38254	Instruments	6918601		3392	20190602122154
38255	Ursula_Hill-Samelson	6918784		5273	20230613202633
38256	Call_of_Duty:_Black_Ops_II	6918980		21388	20230625060914
38257	Call_of_Duty:_Modern_Warfare_(2019)	6919009		18794	20230802003327
38258	AI_Challenge	6919246		6505	20230604140627
38259	POSIX-Subsystem	6919268		1611	20191026003239
38260	OS/2-Subsystem	6919320		1513	20210806142205
38261	Lola_Woronina	6919335		2037	20221004104640
38262	(sic)nesses	6920254		6111	20230716185553
38263	DAF1011	6920281		112	20130418075041
38264	VE301W	6920288		71	20130418072005
38265	Digital_Business_Transformation	6920489		14568	20230118175648
38266	The_World_Tomorrow	6920494		17692	20230215211732
38267	Shotty	6920609		4301	20220531075109
38268	Gefahrenzonenplan_der_Wildbach-_und_Lawinenverbauung	6920746		16917	20230323202346
38269	Informatik_nach_Fachgebiet	6921263	Category	116	20201002182526
38270	Publikation_(Informatik)	6921273	Category	61	20190530060404
38271	NAT64	6922455		8285	20230614190101
38272	Breakn’_a_Sweat	6922477		3638	20200617213729
38273	Tecnobrega	6922579		6124	20230120032236
38274	Floppy-Disk-Controller	6922732		4931	20230326082537
38275	Hank_Green	6923061		15455	20230811180218
38276	FreeCAD	6923067		8842	20230806073611
38277	Sony_Pictures_Digital_Wave_64	6923149		119	20220202110456
38278	Sat.1_emotions	6923508		5187	20230813042958
38279	Kristian_Anderson	6923551		2774	20190916111914
38280	Samsung_Galaxy_S_III	6923587		29287	20230709144215
38281	VideoMarkt	6923790		3131	20230419200800
38282	DNS64	6923862		142	20200115170105
38283	Kontext:_Wochenzeitung	6924041		7977	20230630222340
38284	Fernmeldeturm_Schnaitsee	6924122		2961	20220606144649
38285	Sender_Kaltenkirchen	6924158		5922	20230810063700
38286	Sendeturm_in_Hamburg	6924160	Category	268	20190130211642
38287	Schreibring	6924200		1477	20230129122821
38288	Shugart_Associates	6924334		4812	20230410182649
38289	M+s_Elektronik	6924587		6098	20221124205820
38290	Wavefront_OBJ	6924604		6506	20230420044827
38291	Die_Dschungelhelden_–_Operation:_Südpol	6924653		8036	20230910201608
38292	Sascha_Pallenberg	6924703		10810	20230910171258
38293	Smartwatch	6924756		21471	20230715132452
38294	Computerspielemedium	6925167	Category	135	20230219213841
38295	Sendeanlage_in_der_Volksrepublik_China	6925516	Category	212	20221228000431
38296	Thomas_Bruderer	6925627		3942	20221010153847
38297	Zahlentheoretischer_Algorithmus	6925659	Category	119	20200511184619
38298	Sender_Sonnwendstein	6925725		8824	20230808200258
38299	Appropedia	6925957		8462	20220613175456
38300	Interplanetares_Internet	6926408		10571	20221115162724
38301	Sied_van_Riel	6926759		3480	20180518072702
38302	.bq	6926793		1305	20180422161538
38303	Power_Distribution_Unit	6927250		3004	20221016154220
38304	Peter_Sunde	6927525		13287	20230327055110
38305	Ershov-Zahl	6928145		12098	20221029234423
38306	Piratenpartei_Schleswig-Holstein	6928270		9546	20211208162724
38307	Amnon_Wolman	6928516		3297	20230608183833
38308	Torge_Schmidt	6928676		6414	20230514104814
38309	Wolfgang_Dudda	6928685		4321	20230408193035
38310	FürthWiki	6928951		10440	20230117122548
38311	Delay_Tolerant_Networking	6929094		14025	20230719103011
38312	IEEE_Masaru_Ibuka_Consumer_Electronics_Award	6929354		2346	20230707103648
38313	Zenity	6929685		5054	20230725182414
38314	Freies_Wissen	6929819	Category	304	20230227141352
38315	Software_nach_Lizenz	6929941	Category	76	20130403081727
38316	Wera_Alexejewna_Kitschanowa	6929942		4882	20230614174854
38317	Sven_Krumbeck	6930316		3932	20230326185910
38318	Gil_Amelio	6930566		1747	20221121212408
38319	Zarah’s_Paradise	6930700		6132	20170831182658
38320	Michael_Spindler	6930984		1609	20230424165444
38321	LaserWriter	6931282		1799	20220401152044
38322	Gary_Starkweather	6931408		1931	20200326203628
38323	Liste_freier_E-Commerce-Software	6931494		3813	20230728113230
38324	Bring_your_own_device	6931530		9364	20230113110708
38325	Nichtverfügbarkeit	6931668		2581	20200901064655
38326	Harry_Romero	6931801		4693	20181007121258
38327	Mike_Markkula	6931973		1612	20220313125801
38328	Bundesvorsitzender_der_Piratenpartei_Deutschland	6932374	Category	155	20181208144714
38329	Legend_of_Grimrock	6932725		12366	20230303030923
38330	Rockefeller-Kommission	6932993		4764	20230716080425
38331	OPAL_(Lernplattform)	6933370		7982	20230520011141
38332	Blue_Submarine_No.6	6933987		7537	20230821133433
38333	GPGPU-Sim	6934508		4531	20180120133323
38334	Firesheep	6934708		5229	20181228230055
38335	Patrick_Breyer	6934725		28160	20221109010015
38336	Schwarze_Puppen	6934766		3009	20230720172221
38337	Pebble_(Smartwatch)	6934983		23751	20221119173358
38338	Anti-Glare-Type-Display	6935400		89	20120510123012
38339	W._Zuckschwerdt_Verlag	6935566		3025	20230131143653
38340	Richard_Gutjahr	6935618		19357	20230708144047
38341	Dan_Bull	6936204		5583	20230623120009
38342	Distribution_Media_Format	6936411		812	20160413120102
38343	ASKA	6937035		5044	20200517190849
38344	Flowplayer	6937222		2548	20180410092905
38345	Lawrence_Roberts_(Ingenieur)	6937466		9312	20230222164028
38346	Live_ausm_Pott	6937717		6948	20230712061703
38347	Rajmil_Fischman	6937961		2589	20230806222347
38348	Gedächtnis_der_Nation	6938039		3660	20230811180259
38349	Koha_Jonë	6938273		3861	20210627124834
38350	Heiko_K._L._Schulze	6938288		4990	20230826055609
38351	Multiformatsensor	6938802		1382	20130507073713
38352	Benny_Oschmann	6938817		2879	20230220181525
38353	Josef_Hermann_Bernhard	6938862		3910	20201010050032
38354	Tagged	6938866		1445	20230724170500
38355	Arashi_no_Yoru_ni_–_Himitsu_no_Tomodachi	6939002		147	20121113125652
38356	Hans-Heinrich_Piepgras	6939069		4757	20230507061359
38357	Make_It_Bun_Dem	6939116		5858	20220322070010
38358	Louder_(Lied)	6939372		3337	20220228124506
38359	Uli_König	6939702		3227	20230413172240
38360	Hot_Right_Now	6940119		4954	20230612204814
38361	Loca_People	6940128		3250	20230402134246
38362	Cyberpolizist	6940339		2190	20220811175021
38363	Guido_Henkel	6940510		6738	20230606230907
38364	Brigitte_Streubel	6940549		4451	20230619141738
38365	SkyRoads_(Computerspiel)	6941540		3444	20190127074755
38366	Christa_Ritter	6941549		11339	20230614151127
38367	In_Silico_(Album)	6941563		8514	20221120155316
38368	Piratenpartei_Nordrhein-Westfalen	6941612		9085	20230516113627
38369	Lukas_Lamla	6941698		4106	20230427202603
38370	Marc_Olejak	6941715		1510	20230603070339
38371	Automatischer_Prüfplatz	6941728		1505	20210625232915
38372	Michele_Marsching	6941734		7873	20210114151037
38373	Simone_Brand	6941750		2603	20190109152732
38374	Monika_Pieper	6941763		2397	20220915093334
38375	Journal_of_the_Korean_Astronomical_Society	6941779		1643	20221105101345
38376	Birgit_Rydlewski	6941840		2241	20230811083436
38377	Hanns-Jörg_Rohwedder	6942034		2691	20230617163630
38378	Olaf_Wegner	6942480		3151	20170630194126
38379	Birthday_Cake	6942660		29575	20230606155049
38380	Save_the_World	6942928		4540	20191128092858
38381	The_Beat_Shakers	6943340		5453	20230406081255
38382	This_Ain’t_California	6943468		11425	20230822095308
38383	Intermediate_Data_Format	6943736		1347	20211103191254
38384	Liste_von_Zufallszahlengeneratoren	6943795		9045	20230814215920
38385	Sabina_Jeschke	6943823		17971	20230906144202
38386	Dobilas_Jonas_Kirvelis	6943833		2233	20180406233509
38387	KISS_(Zufallszahlengenerator)	6943986		2823	20210221170917
38388	Anderson_Powerpole	6944283		1850	20211231154509
38389	Messages_(Apple)	6944436		3399	20220719082023
38390	Anna_Sam	6945030		2027	20160730075137
38391	Thomas_Wiegold	6945144		7310	20230317210436
38392	Dungeon_Siege_III	6945572		18425	20230417082943
38393	Stabile_Menge	6945579		4542	20230413112506
38394	Microsoft_Windows_3.1	6945584		22966	20230809154618
38395	Hardy_Pundt	6945935		5191	20230131200103
38396	LogicalDOC	6946076		5483	20220214152550
38397	Clique_(Graphentheorie)	6946868		7682	20220726185148
38398	Robert_Stein_(Politiker)	6946908		11761	20210116155259
38399	Torsten_Sommer	6946979		2947	20191017092414
38400	Ian_Goodfellow	6947709		3226	20230805104812
38401	Weekends_(Skrillex-Lied)	6947898		2048	20230415075225
38402	Turn_Me_On	6948003		7997	20230809141258
38403	Starships_(Lied)	6948049		12550	20230222214105
38404	Party_Shaker	6948063		5831	20230408105302
38405	Miss_Sunshine	6948336		4578	20220823210155
38406	Web_NDL_Authorities	6948492		2053	20211231131926
38407	Lexikon_verfolgter_Musiker_und_Musikerinnen_der_NS-Zeit	6948616		3745	20210122075556
38408	Daniel_Schwerd	6948643		15661	20230524164525
38409	Dietmar_Schulz_(Politiker,_1960)	6948660		5678	20220228094454
38410	Animal_(Lied)	6948696		3196	20220707173341
38411	Turn_This_Club_Around	6948899		4654	20230703142416
38412	Windows_Resource_Kit	6949215		1283	20221102144132
38413	Hot_Girl	6949559		3114	20210419173245
38414	Media_Sharing	6949834		10081	20220728080544
38415	Max_Payne_3	6950703		22416	20230104102530
38416	Tamiya-Stecker	6951136		1477	20210611150218
38417	Max_Payne_2:_The_Fall_of_Max_Payne	6951167		15417	20230731220424
38418	Oni_(Computerspiel)	6951197		6324	20230805102419
38419	Diablo_III	6951247		45894	20230829180739
38420	Rimantas_Sinkevičius	6951333		4819	20230601063315
38421	Gintautas_Babravičius	6951372		1972	20210731204849
38422	Shine_On	6951913		4081	20190928173836
38423	After_the_Love	6952178		3077	20190606060426
38424	Personal_Digital_Recorder	6952221		179	20120519204334
38425	Trampolin_(Informatik)	6952356		5964	20200225181518
38426	Can_Do_project_intelligence	6952806		6437	20220906081144
38427	Dalia_Teišerskytė	6952875		2031	20220410214038
38428	Margit_Fischbach	6953280		5986	20230212203027
38429	Hans_Tutschku	6953328		13305	20230805104336
38430	When_the_Sun_Comes_Down	6953522		3727	20230212164359
38431	One_Heart	6953533		3364	20190606060847
38432	Can_You_Feel_It	6953547		2312	20180616204030
38433	Lay_Down	6953551		1766	20190729084350
38434	Something_About_You	6953557		3342	20190606060904
38435	Watching_You	6953562		2868	20190102135703
38436	Shine_On_(The_Album)	6953703		4562	20210919060020
38437	IBM_726	6954186		1819	20161117234505
38438	Ravi_Kannan	6954988		5207	20220923180333
38439	PROCON-WIN	6955147		3575	20191031194823
38440	Vitas_Matuzas	6955198		1850	20200610055405
38441	Sunshine_(Album)	6955317		3793	20230215075351
38442	Startpage	6955439		11306	20230907135010
38443	Xargs	6955624		1485	20210730132503
38444	Liste_von_Android-Versionen	6956040		84168	20230908123841
38445	Liste_(Betriebssysteme)	6956110	Category	79	20131207102142
38446	Liste_von_Linux-Malware	6956464		4077	20230813151941
38447	Shock_Troopers_(Computerspiel)	6956477		1915	20230224105435
38448	Linux-Malware	6956494	Category	261	20210125115952
38449	Lupper	6956709		2702	20230611011541
38450	RST.b	6956774		2229	20230611011107
38451	Flask	6956812		5604	20230813220122
38452	Turn_This_Club_Around_(Album)	6956968		10279	20220220194258
38453	Pfsync	6957085		2439	20230530194810
38454	Night_Nurse_(Lied)	6957202		3644	20220412034202
38455	WinImage	6957261		2859	20230110213715
38456	Rap_am_Mittwoch	6957282		25760	20230628173742
38457	Jack_Holiday	6957461		6248	20230726195912
38458	Susanne_Wiest	6957608		12857	20230117153401
38459	Rul_Gunzenhäuser	6957850		4237	20230413152908
38460	Iudicium_Verlag	6957960		1526	20220617201815
38461	ROV_KIEL_6000	6958499		4039	20210411103935
38462	ROV_PHOCA	6958614		3232	20210411104000
38463	Stadtbad_Wedding	6958737		10380	20220321160954
38464	Katharina_Höftmann	6959028		3100	20220704170240
38465	Monkey_Island_2:_LeChuck’s_Revenge	6959245		11572	20230618120615
38466	The_Curse_of_Monkey_Island	6959520		18115	20230829094239
38467	Flucht_von_Monkey_Island	6959630		8129	20221225174133
38468	Tales_of_Monkey_Island	6959682		15839	20230418162645
38469	Ayoub_al-Hamadi	6960222		3796	20230718121855
38470	Vytautas_Kvietkauskas	6960257		2234	20210725130336
38471	?:	6960561		145	20181202155540
38472	Discworld_MUD	6960580		4638	20210830173532
38473	Dubstep	6960836	Category	87	20130402021329
38474	Dubstep-Band	6960844	Category	169	20220618060747
38475	Dubstep-Musiker	6960860	Category	108	20130402021332
38476	Black_Sails_(Computerspiel)	6961071		5654	20230819223703
38477	Happy_Fish_–_Hai-Alarm_und_frische_Fische	6961412		4727	20230806145248
38478	Songlexikon	6961779		2875	20230212121137
38479	Phil_Gyford	6962260		6992	20220225213700
38480	Online-Pressemitteilung	6962381		3369	20210614210829
38481	TIPP10	6962393		6219	20230910135511
38482	Actor_Model	6962636		5644	20230310174049
38483	Single_Ladies	6962717		4424	20190628091811
38484	Gold_Dust	6962754		3610	20230514123606
38485	Canonical_XML	6963086		3969	20230407134306
38486	Landesverband_der_Piratenpartei	6963418	Category	124	20200702112303
38487	Piratenpartei_Schweiz	6963428	Category	223	20200611100301
38488	Iproute2	6963496		4944	20230510095349
38489	Irena_Šiaulienė	6963550		2882	20230324105030
38490	Charles_Colbourn	6963554		2839	20230413152801
38491	Lsof	6963614		5418	20230210065839
